,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
319,0.8935400962829589,0.20969193918705648,0.04550619125366211,0.014760408718106039,10,10,200,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 200}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
211,0.30616273880004885,0.050698608324470984,0.018151187896728517,0.007989203923204102,4,20,40,"{'max_depth': 4, 'min_samples_split': 20, 'n_estimators': 40}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,0.9882352941176471,1.0,1.0,0.9976470588235294,0.00470588235294116
127,1.160233736038208,0.26117448335958315,0.08317570686340332,0.03520399103769971,3,3,200,"{'max_depth': 3, 'min_samples_split': 3, 'n_estimators': 200}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
126,0.971451711654663,0.12448395009418661,0.03976907730102539,0.015658909875751952,3,3,150,"{'max_depth': 3, 'min_samples_split': 3, 'n_estimators': 150}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
125,0.6168909072875977,0.15142105525354635,0.02767343521118164,0.01410990911426457,3,3,100,"{'max_depth': 3, 'min_samples_split': 3, 'n_estimators': 100}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
212,0.49858894348144533,0.0842767895274753,0.024555540084838866,0.013045866004565618,4,20,70,"{'max_depth': 4, 'min_samples_split': 20, 'n_estimators': 70}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,0.9882352941176471,1.0,1.0,0.9976470588235294,0.00470588235294116
179,0.23664774894714355,0.03643060427403317,0.018442440032958984,0.013370768806684905,4,3,40,"{'max_depth': 4, 'min_samples_split': 3, 'n_estimators': 40}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
178,0.12889857292175294,0.0479054589864101,0.016662120819091797,0.011595519934874149,4,3,20,"{'max_depth': 4, 'min_samples_split': 3, 'n_estimators': 20}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
86,0.6839058876037598,0.18474047188065415,0.02765793800354004,0.002640424615311256,2,5,150,"{'max_depth': 2, 'min_samples_split': 5, 'n_estimators': 150}",0.9545454545454546,1.0,0.9523809523809523,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
396,0.300019645690918,0.06746268474791835,0.026398468017578124,0.017226529866600303,50,2,70,"{'max_depth': 50, 'min_samples_split': 2, 'n_estimators': 70}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
399,0.9354368686676026,0.23114915096318786,0.05537409782409668,0.016772785945459508,50,2,200,"{'max_depth': 50, 'min_samples_split': 2, 'n_estimators': 200}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
402,0.08804144859313964,0.02020670443294164,0.014667510986328125,0.012965480030532942,50,3,20,"{'max_depth': 50, 'min_samples_split': 3, 'n_estimators': 20}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
247,1.384239387512207,0.2882381492569647,0.05623559951782227,0.011255737260447339,5,4,200,"{'max_depth': 5, 'min_samples_split': 4, 'n_estimators': 200}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
404,0.2831005573272705,0.0810316882250798,0.015164709091186524,0.001167154211806483,50,3,70,"{'max_depth': 50, 'min_samples_split': 3, 'n_estimators': 70}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
252,0.4630431652069092,0.09170011792005645,0.02884955406188965,0.009084097586930785,5,5,70,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 70}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
87,1.049051284790039,0.18371038297913644,0.05500798225402832,0.01764013602086835,2,5,200,"{'max_depth': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.9545454545454546,1.0,0.9523809523809523,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
407,1.196555757522583,0.288070267151511,0.07388663291931152,0.029530425205520287,50,3,200,"{'max_depth': 50, 'min_samples_split': 3, 'n_estimators': 200}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
300,0.3852220058441162,0.06655048027039746,0.02134232521057129,0.009326290193418931,10,4,70,"{'max_depth': 10, 'min_samples_split': 4, 'n_estimators': 70}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
412,0.4068120002746582,0.08013333552475206,0.024667644500732423,0.012190128774996754,50,4,70,"{'max_depth': 50, 'min_samples_split': 4, 'n_estimators': 70}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
415,1.1249789237976073,0.13301327991211037,0.060709667205810544,0.00720145590020347,50,4,200,"{'max_depth': 50, 'min_samples_split': 4, 'n_estimators': 200}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
260,0.3552387714385986,0.06466689641673701,0.02816286087036133,0.014035183879829634,5,10,70,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 70}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
262,0.8926255226135253,0.14821043588297658,0.055175256729125974,0.011835222448601222,5,10,150,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 150}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
263,1.096116065979004,0.23995273849569057,0.054243278503417966,0.015100283745701116,5,10,200,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 200}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
295,1.166867971420288,0.20400243177694474,0.05882163047790527,0.03129317965234727,10,3,200,"{'max_depth': 10, 'min_samples_split': 3, 'n_estimators': 200}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
420,0.35913715362548826,0.07290766517592936,0.018859100341796876,0.007156594633327648,50,5,70,"{'max_depth': 50, 'min_samples_split': 5, 'n_estimators': 70}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
268,0.3203315734863281,0.09342881297107045,0.02186760902404785,0.010897782927868796,5,20,70,"{'max_depth': 5, 'min_samples_split': 20, 'n_estimators': 70}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,0.9882352941176471,1.0,1.0,0.9976470588235294,0.00470588235294116
428,0.45426115989685056,0.13198883947112153,0.02774157524108887,0.011295721472801097,50,10,70,"{'max_depth': 50, 'min_samples_split': 10, 'n_estimators': 70}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
294,1.131424570083618,0.06454320240561004,0.04393172264099121,0.012754174528031096,10,3,150,"{'max_depth': 10, 'min_samples_split': 3, 'n_estimators': 150}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
292,0.446460485458374,0.11080353934657534,0.03303141593933105,0.02229117493077667,10,3,70,"{'max_depth': 10, 'min_samples_split': 3, 'n_estimators': 70}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
430,1.2156017303466797,0.10358504821635328,0.06222434043884277,0.029304293941506465,50,10,150,"{'max_depth': 50, 'min_samples_split': 10, 'n_estimators': 150}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
431,1.3681436061859131,0.3157883294829526,0.06853961944580078,0.022099049726396282,50,10,200,"{'max_depth': 50, 'min_samples_split': 10, 'n_estimators': 200}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
435,0.2203372001647949,0.07904470549351746,0.018104696273803712,0.01328850341780746,50,20,40,"{'max_depth': 50, 'min_samples_split': 20, 'n_estimators': 40}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,0.9882352941176471,1.0,1.0,0.9976470588235294,0.00470588235294116
436,0.3497797966003418,0.13190175638624613,0.030781364440917967,0.017205031915965344,50,20,70,"{'max_depth': 50, 'min_samples_split': 20, 'n_estimators': 70}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,0.9882352941176471,1.0,1.0,0.9976470588235294,0.00470588235294116
290,0.18220210075378418,0.07144593902885331,0.029354190826416014,0.023031542442074938,10,3,20,"{'max_depth': 10, 'min_samples_split': 3, 'n_estimators': 20}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
287,1.4418016433715821,0.29715604420345526,0.056499481201171875,0.01505442833780228,10,2,200,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 200}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
284,0.44503355026245117,0.10536676235530265,0.03559021949768067,0.024457562536571623,10,2,70,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 70}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
244,0.550188684463501,0.23410986842027823,0.04969496726989746,0.04587155128266899,5,4,70,"{'max_depth': 5, 'min_samples_split': 4, 'n_estimators': 70}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
303,0.8924733161926269,0.2350152969224033,0.04529714584350586,0.01017317323128473,10,4,200,"{'max_depth': 10, 'min_samples_split': 4, 'n_estimators': 200}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
406,0.7580360889434814,0.25491570256668494,0.034332275390625,0.017571519024036353,50,3,150,"{'max_depth': 50, 'min_samples_split': 3, 'n_estimators': 150}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
68,0.3258089065551758,0.09367603926743581,0.015690326690673828,0.001175815875577707,2,3,70,"{'max_depth': 2, 'min_samples_split': 3, 'n_estimators': 70}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
76,0.3026558876037598,0.08891803317115897,0.023567771911621092,0.013269069237846723,2,4,70,"{'max_depth': 2, 'min_samples_split': 4, 'n_estimators': 70}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
78,0.7336170196533203,0.18218001145949098,0.04149494171142578,0.021684407044989994,2,4,150,"{'max_depth': 2, 'min_samples_split': 4, 'n_estimators': 150}",0.9545454545454546,1.0,0.9523809523809523,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
58,0.11336455345153809,0.03084996664310599,0.012700891494750977,0.009840104650193134,2,2,20,"{'max_depth': 2, 'min_samples_split': 2, 'n_estimators': 20}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,0.9764705882352941,1.0,0.9952941176470589,0.009411764705882364
74,0.09689416885375976,0.03548030473795277,0.007586383819580078,0.002406065942510876,2,4,20,"{'max_depth': 2, 'min_samples_split': 4, 'n_estimators': 20}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,0.9764705882352941,1.0,0.9952941176470589,0.009411764705882364
71,0.928127670288086,0.2327133425100317,0.04624295234680176,0.015349881069312003,2,3,200,"{'max_depth': 2, 'min_samples_split': 3, 'n_estimators': 200}",0.9545454545454546,1.0,0.9523809523809523,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
70,0.7161201000213623,0.18081631233927153,0.028623390197753906,0.00223482310729648,2,3,150,"{'max_depth': 2, 'min_samples_split': 3, 'n_estimators': 150}",0.9545454545454546,1.0,0.9523809523809523,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
79,0.933770751953125,0.22579316468057162,0.041939067840576175,0.013200818270492314,2,4,200,"{'max_depth': 2, 'min_samples_split': 4, 'n_estimators': 200}",0.9545454545454546,1.0,0.9523809523809523,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
234,0.10252656936645507,0.013739149905115433,0.01934823989868164,0.00845550630029326,5,3,20,"{'max_depth': 5, 'min_samples_split': 3, 'n_estimators': 20}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
231,1.403331184387207,0.26519749934184905,0.07348995208740235,0.010031849006411653,5,2,200,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 200}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
380,0.3244642734527588,0.08742910146708936,0.023139047622680663,0.013118872947444975,20,20,70,"{'max_depth': 20, 'min_samples_split': 20, 'n_estimators': 70}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,0.9882352941176471,1.0,1.0,0.9976470588235294,0.00470588235294116
82,0.08917798995971679,0.03206992507221048,0.005793523788452148,0.0007561036688562665,2,5,20,"{'max_depth': 2, 'min_samples_split': 5, 'n_estimators': 20}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,0.9764705882352941,1.0,0.9952941176470589,0.009411764705882364
84,0.3599415302276611,0.10480774696931348,0.019408512115478515,0.009959151279770952,2,5,70,"{'max_depth': 2, 'min_samples_split': 5, 'n_estimators': 70}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
308,0.32924890518188477,0.09924581956430659,0.016755342483520508,0.0013229166053921786,10,5,70,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 70}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
63,0.876634168624878,0.2280489040369783,0.054623985290527345,0.022882256511625128,2,2,200,"{'max_depth': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.9545454545454546,1.0,0.9523809523809523,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
66,0.08768486976623535,0.018061334944295026,0.0071888923645019535,0.002030545488696752,2,3,20,"{'max_depth': 2, 'min_samples_split': 3, 'n_estimators': 20}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,0.9764705882352941,1.0,0.9952941176470589,0.009411764705882364
239,1.5390038967132569,0.30536299520925253,0.12393751144409179,0.038578377332824286,5,3,200,"{'max_depth': 5, 'min_samples_split': 3, 'n_estimators': 200}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
236,0.4430039405822754,0.055207894075371106,0.02517385482788086,0.009580583918605915,5,3,70,"{'max_depth': 5, 'min_samples_split': 3, 'n_estimators': 70}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
60,0.31336359977722167,0.08919437157942449,0.015192222595214844,0.0013685938803311953,2,2,70,"{'max_depth': 2, 'min_samples_split': 2, 'n_estimators': 70}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
238,0.9326072692871094,0.21342316654274418,0.0462252140045166,0.017396140682408058,5,3,150,"{'max_depth': 5, 'min_samples_split': 3, 'n_estimators': 150}",0.9545454545454546,0.9523809523809523,1.0,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
62,0.7604734897613525,0.1462564334237673,0.0470069408416748,0.021832921308602985,2,2,150,"{'max_depth': 2, 'min_samples_split': 2, 'n_estimators': 150}",0.9545454545454546,1.0,0.9523809523809523,1.0,1.0,0.9813852813852814,0.022808553891462326,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
267,0.15937333106994628,0.03660298582456355,0.016660356521606447,0.009530820068872991,5,20,40,"{'max_depth': 5, 'min_samples_split': 20, 'n_estimators': 40}",0.9090909090909091,0.9523809523809523,1.0,1.0,1.0,0.9722943722943722,0.03658969109803541,142,1.0,1.0,0.9882352941176471,1.0,1.0,0.9976470588235294,0.00470588235294116
293,0.5330962657928466,0.1129261742405559,0.031061458587646484,0.015060018114802818,10,3,100,"{'max_depth': 10, 'min_samples_split': 3, 'n_estimators': 100}",0.9545454545454546,0.9523809523809523,0.9523809523809523,1.0,1.0,0.9718614718614719,0.02298860267939699,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
180,0.4281762599945068,0.07095299162056046,0.02903885841369629,0.019080802135181475,4,3,70,"{'max_depth': 4, 'min_samples_split': 3, 'n_estimators': 70}",0.9545454545454546,0.9047619047619048,1.0,1.0,1.0,0.9718614718614719,0.03788806318102348,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
291,0.29058108329772947,0.09265145624626432,0.014279794692993165,0.002489792942844949,10,3,40,"{'max_depth': 10, 'min_samples_split': 3, 'n_estimators': 40}",0.9545454545454546,0.9047619047619048,1.0,1.0,1.0,0.9718614718614719,0.03788806318102348,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
182,0.9179692745208741,0.1762270053904725,0.046367311477661134,0.01939415107053694,4,3,150,"{'max_depth': 4, 'min_samples_split': 3, 'n_estimators': 150}",0.9545454545454546,0.9047619047619048,1.0,1.0,1.0,0.9718614718614719,0.03788806318102348,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
187,0.18804426193237306,0.057833680910973996,0.010574007034301757,0.0020529901343388545,4,4,40,"{'max_depth': 4, 'min_samples_split': 4, 'n_estimators': 40}",0.9545454545454546,0.9047619047619048,1.0,1.0,1.0,0.9718614718614719,0.03788806318102348,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
183,1.1462743759155274,0.2013877777787114,0.05996885299682617,0.017852340743066603,4,3,200,"{'max_depth': 4, 'min_samples_split': 3, 'n_estimators': 200}",0.9545454545454546,0.9047619047619048,1.0,1.0,1.0,0.9718614718614719,0.03788806318102348,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
229,0.7213680744171143,0.13918881736547306,0.041405868530273435,0.018460312338559746,5,2,100,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 100}",0.9545454545454546,0.9523809523809523,0.9523809523809523,1.0,1.0,0.9718614718614719,0.02298860267939699,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
186,0.08071756362915039,0.003938482593892786,0.008185052871704101,0.0023222224794195866,4,4,20,"{'max_depth': 4, 'min_samples_split': 4, 'n_estimators': 20}",0.9545454545454546,0.9523809523809523,1.0,1.0,0.9523809523809523,0.9718614718614719,0.02298860267939699,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
227,0.26567678451538085,0.06595620622881714,0.014781427383422852,0.005943707513557956,5,2,40,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 40}",0.9545454545454546,0.9047619047619048,1.0,1.0,1.0,0.9718614718614719,0.03788806318102348,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
190,0.7107022285461426,0.17075048779968927,0.03822102546691895,0.015438401004682646,4,4,150,"{'max_depth': 4, 'min_samples_split': 4, 'n_estimators': 150}",0.9545454545454546,0.9047619047619048,1.0,1.0,1.0,0.9718614718614719,0.03788806318102348,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
325,0.5796294689178467,0.13048451077238044,0.027053260803222658,0.013523870983631295,10,20,100,"{'max_depth': 10, 'min_samples_split': 20, 'n_estimators': 100}",0.9545454545454546,0.9523809523809523,0.9523809523809523,1.0,1.0,0.9718614718614719,0.02298860267939699,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
188,0.2911491394042969,0.08734142192424446,0.017358922958374025,0.0048244886602243865,4,4,70,"{'max_depth': 4, 'min_samples_split': 4, 'n_estimators': 70}",0.9545454545454546,0.9047619047619048,1.0,1.0,1.0,0.9718614718614719,0.03788806318102348,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
285,0.6778321266174316,0.11647121095681176,0.030019187927246095,0.015888707355791773,10,2,100,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100}",0.9545454545454546,0.9523809523809523,0.9523809523809523,1.0,1.0,0.9718614718614719,0.02298860267939699,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
213,0.6834596633911133,0.11181261486349418,0.05445599555969238,0.03504291361052064,4,20,100,"{'max_depth': 4, 'min_samples_split': 20, 'n_estimators': 100}",0.9545454545454546,0.9523809523809523,0.9523809523809523,1.0,1.0,0.9718614718614719,0.02298860267939699,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
307,0.19851131439208985,0.06302024377633061,0.016057872772216798,0.00909908722101263,10,5,40,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 40}",0.9545454545454546,0.9047619047619048,1.0,1.0,1.0,0.9718614718614719,0.03788806318102348,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
269,0.4041321277618408,0.10757324732871923,0.021254730224609376,0.002461036562751465,5,20,100,"{'max_depth': 5, 'min_samples_split': 20, 'n_estimators': 100}",0.9545454545454546,0.9523809523809523,0.9523809523809523,1.0,1.0,0.9718614718614719,0.02298860267939699,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
243,0.2655376434326172,0.0652203174983557,0.025553417205810548,0.012847133383903753,5,4,40,"{'max_depth': 5, 'min_samples_split': 4, 'n_estimators': 40}",0.9545454545454546,0.9047619047619048,1.0,1.0,1.0,0.9718614718614719,0.03788806318102348,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
245,0.8526683807373047,0.25145816928717635,0.025934267044067382,0.010115307335181078,5,4,100,"{'max_depth': 5, 'min_samples_split': 4, 'n_estimators': 100}",0.9545454545454546,0.9523809523809523,0.9523809523809523,1.0,1.0,0.9718614718614719,0.02298860267939699,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
237,0.7318426132202148,0.12790816038083702,0.03442234992980957,0.013422810912210289,5,3,100,"{'max_depth': 5, 'min_samples_split': 3, 'n_estimators': 100}",0.9545454545454546,0.9523809523809523,0.9523809523809523,1.0,1.0,0.9718614718614719,0.02298860267939699,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
301,0.5726738452911377,0.1436776682423478,0.03332052230834961,0.01320911511051949,10,4,100,"{'max_depth': 10, 'min_samples_split': 4, 'n_estimators': 100}",0.9545454545454546,0.9523809523809523,0.9523809523809523,1.0,1.0,0.9718614718614719,0.02298860267939699,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
251,0.25195488929748533,0.04200447933023653,0.028451871871948243,0.02649425275903186,5,5,40,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 40}",0.9545454545454546,0.9047619047619048,1.0,1.0,1.0,0.9718614718614719,0.03788806318102348,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
315,0.18489584922790528,0.050710718366739155,0.014871644973754882,0.008240880161573892,10,10,40,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 40}",0.9545454545454546,0.9047619047619048,1.0,1.0,1.0,0.9718614718614719,0.03788806318102348,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
235,0.2999140739440918,0.055759005674261626,0.031522512435913086,0.01824032424872878,5,3,40,"{'max_depth': 5, 'min_samples_split': 3, 'n_estimators': 40}",0.9545454545454546,0.9047619047619048,1.0,1.0,1.0,0.9718614718614719,0.03788806318102348,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
206,1.1221725940704346,0.2538751473063462,0.07873377799987794,0.03955361406326438,4,10,150,"{'max_depth': 4, 'min_samples_split': 10, 'n_estimators': 150}",0.9545454545454546,0.9047619047619048,1.0,1.0,1.0,0.9718614718614719,0.03788806318102348,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
226,0.148781681060791,0.0399973322769444,0.01380906105041504,0.007466855277563471,5,2,20,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 20}",0.9545454545454546,0.9047619047619048,1.0,1.0,1.0,0.9718614718614719,0.03788806318102348,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
