,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_epochs,param_kernel,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
133,3.065876324971517,0.29258411682959273,0.31253719329833984,0.11064675603328566,100,30,0.001,2,"{'batch_size': 100, 'epochs': 30, 'kernel': 0.001, 'learning_rate': 2}",0.6176470588235294,0.6329113924050633,0.6244725738396625,0.6250103416894185,0.006243229165384379,64,0.6181434599156118,0.6273684210526316,0.6189473684210526,0.6214864164630987,0.00417213380376235
1,1.603481928507487,0.04753938859833222,0.1438004970550537,0.0014536341076959846,50,20,0.0001,2,"{'batch_size': 50, 'epochs': 20, 'kernel': 0.0001, 'learning_rate': 2}",0.6176470588235294,0.6286919831223629,0.6244725738396625,0.6236038719285183,0.004550719389983625,65,0.6181434599156118,0.6273684210526316,0.6189473684210526,0.6214864164630987,0.00417213380376235
5,1.490597407023112,0.15202652896735483,0.13994455337524414,0.002624536351755521,50,20,0.001,2,"{'batch_size': 50, 'epochs': 20, 'kernel': 0.001, 'learning_rate': 2}",0.6176470588235294,0.6286919831223629,0.6244725738396625,0.6236038719285183,0.004550719389983625,65,0.6181434599156118,0.6273684210526316,0.6189473684210526,0.6214864164630987,0.00417213380376235
69,3.4062127272288003,0.0660521005871234,0.29175909360249835,0.023789092510875277,50,50,0.001,2,"{'batch_size': 50, 'epochs': 50, 'kernel': 0.001, 'learning_rate': 2}",0.6176470588235294,0.6329113924050633,0.620253164556962,0.6236038719285183,0.006666853322692144,65,0.6181434599156118,0.6294736842105263,0.6168421052631579,0.6214864164630987,0.0056727838865169335
33,1.8919368584950764,0.014676907381420594,0.15259106953938803,0.005642170515612625,50,30,0.0001,2,"{'batch_size': 50, 'epochs': 30, 'kernel': 0.0001, 'learning_rate': 2}",0.6176470588235294,0.6244725738396625,0.6244725738396625,0.6221974021676181,0.0032175786353321884,68,0.6181434599156118,0.6273684210526316,0.6189473684210526,0.6214864164630987,0.00417213380376235
204,2.8672539393107095,0.09721256845166727,0.3340760072072347,0.06954856183098539,150,20,0.1,0.001,"{'batch_size': 150, 'epochs': 20, 'kernel': 0.1, 'learning_rate': 0.001}",0.6260504201680672,0.6160337552742616,0.6244725738396625,0.6221855830939971,0.004397434017073187,69,0.620253164556962,0.6231578947368421,0.6210526315789474,0.6214878969575839,0.0012251411665208918
161,3.776010274887085,0.47146098274672876,0.2988487084706624,0.01691695210091564,100,50,0.0001,2,"{'batch_size': 100, 'epochs': 50, 'kernel': 0.0001, 'learning_rate': 2}",0.6176470588235294,0.620253164556962,0.6244725738396625,0.620790932406718,0.0028123311213342555,70,0.6181434599156118,0.6231578947368421,0.6231578947368421,0.6214864164630988,0.0023638272439399405
37,1.9218474229176838,0.07555989459702694,0.30486806233723956,0.20057534512914446,50,30,0.001,2,"{'batch_size': 50, 'epochs': 30, 'kernel': 0.001, 'learning_rate': 2}",0.6176470588235294,0.6244725738396625,0.620253164556962,0.6207909324067179,0.0028123311213342555,71,0.6181434599156118,0.6273684210526316,0.6168421052631579,0.6207846620771337,0.004685637108473227
108,3.064525604248047,0.45072616858956077,0.5802483558654785,0.3110675765751467,100,20,0.1,0.001,"{'batch_size': 100, 'epochs': 20, 'kernel': 0.1, 'learning_rate': 0.001}",0.6218487394957983,0.6160337552742616,0.6244725738396625,0.6207850228699074,0.003526285532973375,72,0.620253164556962,0.6231578947368421,0.6189473684210526,0.6207861425716189,0.0017597693290257862
236,2.59456205368042,0.18431904498951043,0.25945615768432617,0.003873496255492676,150,30,0.1,0.001,"{'batch_size': 150, 'epochs': 30, 'kernel': 0.1, 'learning_rate': 0.001}",0.6218487394957983,0.6160337552742616,0.6244725738396625,0.6207850228699074,0.003526285532973375,72,0.620253164556962,0.6189473684210526,0.6189473684210526,0.619382633799689,0.0006155582016991613
227,2.531304200490316,0.1666505929809131,0.24423487981160483,0.013699878627447898,150,30,0.0001,1,"{'batch_size': 150, 'epochs': 30, 'kernel': 0.0001, 'learning_rate': 1}",0.6218487394957983,0.6160337552742616,0.6244725738396625,0.6207850228699074,0.003526285532973375,72,0.6286919831223629,0.6189473684210526,0.6189473684210526,0.6221955733214893,0.004593655423564411
103,3.3331108887990317,0.39984361340554064,0.33198054631551105,0.030775254806248455,100,20,0.001,1,"{'batch_size': 100, 'epochs': 20, 'kernel': 0.001, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.6244725738396625,0.6193844626458178,0.0036576261633483272,75,0.6181434599156118,0.6231578947368421,0.6168421052631579,0.6193811533052039,0.002722892195681557
129,2.589358329772949,0.12760543270527336,0.23046676317850748,0.011962184915622068,100,30,0.0001,2,"{'batch_size': 100, 'epochs': 30, 'kernel': 0.0001, 'learning_rate': 2}",0.6176470588235294,0.6160337552742616,0.6244725738396625,0.6193844626458178,0.0036576261633483272,75,0.6181434599156118,0.6189473684210526,0.6189473684210526,0.6186793989192391,0.0003789661037671381
97,3.0245396296183267,0.23924714443766015,0.35352810223897296,0.03323529133129023,100,20,0.0001,2,"{'batch_size': 100, 'epochs': 20, 'kernel': 0.0001, 'learning_rate': 2}",0.6176470588235294,0.6160337552742616,0.6244725738396625,0.6193844626458178,0.0036576261633483272,75,0.6181434599156118,0.6210526315789474,0.6189473684210526,0.6193811533052039,0.001226634130721777
195,2.592199166615804,0.17191017782471965,0.2741408348083496,0.032040623483871156,150,20,0.0001,1,"{'batch_size': 150, 'epochs': 20, 'kernel': 0.0001, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.6244725738396625,0.6193844626458178,0.0036576261633483272,75,0.6286919831223629,0.6189473684210526,0.6189473684210526,0.6221955733214893,0.004593655423564411
259,3.1314847469329834,0.08328068122657652,0.2594585418701172,0.025888398737200797,150,50,0.0001,1,"{'batch_size': 150, 'epochs': 50, 'kernel': 0.0001, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.6244725738396625,0.6193844626458178,0.0036576261633483272,75,0.6181434599156118,0.6189473684210526,0.6189473684210526,0.6186793989192391,0.0003789661037671381
199,2.3704978624979653,0.0374473762747691,0.27871092160542804,0.06326749770493019,150,20,0.001,1,"{'batch_size': 150, 'epochs': 20, 'kernel': 0.001, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.6244725738396625,0.6193844626458178,0.0036576261633483272,75,0.6181434599156118,0.6189473684210526,0.6189473684210526,0.6186793989192391,0.0003789661037671381
101,3.6316071351369223,0.38284436464074356,0.44758280118306476,0.007927027040985805,100,20,0.001,2,"{'batch_size': 100, 'epochs': 20, 'kernel': 0.001, 'learning_rate': 2}",0.6176470588235294,0.6160337552742616,0.6244725738396625,0.6193844626458178,0.0036576261633483272,75,0.6181434599156118,0.6231578947368421,0.6189473684210526,0.6200829076911689,0.0021989734301220217
35,1.886937936147054,0.04362011085705351,0.15392263730367026,0.005891045318277311,50,30,0.0001,1,"{'batch_size': 50, 'epochs': 30, 'kernel': 0.0001, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.6244725738396625,0.6193844626458178,0.0036576261633483272,75,0.6181434599156118,0.6189473684210526,0.6189473684210526,0.6186793989192391,0.0003789661037671381
3,1.4233651955922444,0.03908584347319359,0.1445615291595459,0.009244975814551196,50,20,0.0001,1,"{'batch_size': 50, 'epochs': 20, 'kernel': 0.0001, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.6244725738396625,0.6193844626458178,0.0036576261633483272,75,0.6181434599156118,0.6189473684210526,0.6189473684210526,0.6186793989192391,0.0003789661037671381
65,4.569448947906494,0.5285596604029122,0.305065393447876,0.03933697053503717,50,50,0.0001,2,"{'batch_size': 50, 'epochs': 50, 'kernel': 0.0001, 'learning_rate': 2}",0.6176470588235294,0.6160337552742616,0.6244725738396625,0.6193844626458178,0.0036576261633483272,75,0.6181434599156118,0.6189473684210526,0.6189473684210526,0.6186793989192391,0.0003789661037671381
67,3.7422773043314614,0.44413151010661966,0.27299316724141437,0.016509083625518135,50,50,0.0001,1,"{'batch_size': 50, 'epochs': 50, 'kernel': 0.0001, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.6244725738396625,0.6193844626458178,0.0036576261633483272,75,0.6181434599156118,0.6189473684210526,0.6189473684210526,0.6186793989192391,0.0003789661037671381
229,2.6912938753763833,0.059627573455928604,0.24000302950541177,0.016310212162142547,150,30,0.001,2,"{'batch_size': 150, 'epochs': 30, 'kernel': 0.001, 'learning_rate': 2}",0.6218487394957983,0.6160337552742616,0.620253164556962,0.6193785531090074,0.0024531910189044574,86,0.620253164556962,0.6189473684210526,0.6168421052631579,0.6186808794137241,0.0014052505517361362
189,4.001251459121704,0.5431249496935965,0.2854015032450358,0.00865945963538746,100,50,30,2,"{'batch_size': 100, 'epochs': 50, 'kernel': 30, 'learning_rate': 2}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
176,3.4278787771860757,0.2019454578422758,0.28360239664713544,0.02614330926585326,100,50,1,0.001,"{'batch_size': 100, 'epochs': 50, 'kernel': 1, 'learning_rate': 0.001}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
175,3.6581827799479165,0.2677464298660355,0.29944570859273273,0.04296450643889195,100,50,0.1,1,"{'batch_size': 100, 'epochs': 50, 'kernel': 0.1, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
281,2.9907708168029785,0.13900786681423768,0.329062541325887,0.057057262020218165,150,50,20,2,"{'batch_size': 150, 'epochs': 50, 'kernel': 20, 'learning_rate': 2}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
174,3.5848220189412436,0.7876646971104775,0.2947413921356201,0.047992191992223765,100,50,0.1,0.1,"{'batch_size': 100, 'epochs': 50, 'kernel': 0.1, 'learning_rate': 0.1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
172,3.290553331375122,0.15966730326357068,0.2532251675923665,0.0215315023214687,100,50,0.1,0.001,"{'batch_size': 100, 'epochs': 50, 'kernel': 0.1, 'learning_rate': 0.001}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
261,2.930269479751587,0.08139820386402064,0.257674773534139,0.04044708962974704,150,50,0.001,2,"{'batch_size': 150, 'epochs': 50, 'kernel': 0.001, 'learning_rate': 2}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
197,2.927320877710978,0.25318393428100017,0.3028260866800944,0.06910284615696514,150,20,0.001,2,"{'batch_size': 150, 'epochs': 20, 'kernel': 0.001, 'learning_rate': 2}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
280,3.122206926345825,0.06343615854758351,0.2309261957804362,0.0031513167073897457,150,50,20,0.001,"{'batch_size': 150, 'epochs': 50, 'kernel': 20, 'learning_rate': 0.001}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
285,2.9539847373962402,0.4357707733636425,0.2461578051249186,0.030505310490126922,150,50,30,2,"{'batch_size': 150, 'epochs': 50, 'kernel': 30, 'learning_rate': 2}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
201,2.26202925046285,0.0440884188522407,0.2701264222462972,0.02183662784459991,150,20,0.01,2,"{'batch_size': 150, 'epochs': 20, 'kernel': 0.01, 'learning_rate': 2}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
173,3.127267360687256,0.12521363939544766,0.26885318756103516,0.036740705173114466,100,50,0.1,2,"{'batch_size': 100, 'epochs': 50, 'kernel': 0.1, 'learning_rate': 2}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
177,3.3118006388346353,0.09759065789197538,0.27905019124348956,0.06429729625214148,100,50,1,2,"{'batch_size': 100, 'epochs': 50, 'kernel': 1, 'learning_rate': 2}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
178,3.333528200785319,0.35547434145905377,0.29215025901794434,0.03155703521976867,100,50,1,0.1,"{'batch_size': 100, 'epochs': 50, 'kernel': 1, 'learning_rate': 0.1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
179,3.223846356074015,0.17267561832212155,0.2676713466644287,0.013591942740356362,100,50,1,1,"{'batch_size': 100, 'epochs': 50, 'kernel': 1, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
279,2.9673900604248047,0.15706885687835825,0.2578237056732178,0.021514560103524816,150,50,10,1,"{'batch_size': 150, 'epochs': 50, 'kernel': 10, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
187,3.699018637339274,0.20537956244261507,0.2645712693532308,0.016433288408697223,100,50,20,1,"{'batch_size': 100, 'epochs': 50, 'kernel': 20, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
186,3.310129086176554,0.49989139609126676,0.28292353947957355,0.04241958369156494,100,50,20,0.1,"{'batch_size': 100, 'epochs': 50, 'kernel': 20, 'learning_rate': 0.1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
185,3.3105758825937905,0.1428779363789959,0.25080180168151855,0.019399650212026408,100,50,20,2,"{'batch_size': 100, 'epochs': 50, 'kernel': 20, 'learning_rate': 2}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
284,3.353295087814331,0.2370369333488134,0.278267780939738,0.03179189618355286,150,50,30,0.001,"{'batch_size': 150, 'epochs': 50, 'kernel': 30, 'learning_rate': 0.001}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
191,4.274005810419719,0.8080250705156161,0.3045971393585205,0.044410053680404515,100,50,30,1,"{'batch_size': 100, 'epochs': 50, 'kernel': 30, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
188,3.347200632095337,0.26848621046386506,0.29831139246622723,0.05524506085365253,100,50,30,0.001,"{'batch_size': 100, 'epochs': 50, 'kernel': 30, 'learning_rate': 0.001}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
263,2.95298703511556,0.10345484522917885,0.23349809646606445,0.030156417911854572,150,50,0.001,1,"{'batch_size': 150, 'epochs': 50, 'kernel': 0.001, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
283,3.284617026646932,0.38549234875828914,0.2587730089823405,0.03238497522376301,150,50,20,1,"{'batch_size': 150, 'epochs': 50, 'kernel': 20, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
183,4.082056999206543,0.5406238921424911,0.32390181223551434,0.04420198627774378,100,50,10,1,"{'batch_size': 100, 'epochs': 50, 'kernel': 10, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
182,3.3389248053232827,0.2052226250581024,0.28142738342285156,0.02192439384123316,100,50,10,0.1,"{'batch_size': 100, 'epochs': 50, 'kernel': 10, 'learning_rate': 0.1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
181,3.2578823566436768,0.11590005614762718,0.29867831865946454,0.07434315412266174,100,50,10,2,"{'batch_size': 100, 'epochs': 50, 'kernel': 10, 'learning_rate': 2}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
282,2.903362274169922,0.14843954705753998,0.23994366327921549,0.01750338115320696,150,50,20,0.1,"{'batch_size': 150, 'epochs': 50, 'kernel': 20, 'learning_rate': 0.1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
180,3.5434114138285318,0.2183455420967181,0.2515081564585368,0.023219592001861245,100,50,10,0.001,"{'batch_size': 100, 'epochs': 50, 'kernel': 10, 'learning_rate': 0.001}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
184,3.2134036223093667,0.133095496383849,0.28597505887349445,0.008420781919213405,100,50,20,0.001,"{'batch_size': 100, 'epochs': 50, 'kernel': 20, 'learning_rate': 0.001}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
190,3.5923593839009604,0.44820741737812647,0.2894593079884847,0.055361879076338855,100,50,30,0.1,"{'batch_size': 100, 'epochs': 50, 'kernel': 30, 'learning_rate': 0.1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
251,3.261660575866699,0.19387906526679743,0.34424662590026855,0.10766992923865351,150,30,20,1,"{'batch_size': 150, 'epochs': 30, 'kernel': 20, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
205,2.4235242207845054,0.21093793733789637,0.23712547620137533,0.02359336868286778,150,20,0.1,2,"{'batch_size': 150, 'epochs': 20, 'kernel': 0.1, 'learning_rate': 2}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
273,3.022229274113973,0.17612466733998142,0.24969704945882162,0.014940313620770267,150,50,1,2,"{'batch_size': 150, 'epochs': 50, 'kernel': 1, 'learning_rate': 2}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
235,2.4651147524515786,0.06603883758701463,0.25912682215372723,0.027779734034750096,150,30,0.01,1,"{'batch_size': 150, 'epochs': 30, 'kernel': 0.01, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
237,2.783184766769409,0.32133808833385563,0.29161349932352704,0.03085529737537438,150,30,0.1,2,"{'batch_size': 150, 'epochs': 30, 'kernel': 0.1, 'learning_rate': 2}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
272,2.954267899195353,0.12555207461359852,0.27663588523864746,0.05566642990057536,150,50,1,0.001,"{'batch_size': 150, 'epochs': 50, 'kernel': 1, 'learning_rate': 0.001}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
238,2.648467222849528,0.08080703564539671,0.22271323204040527,0.002285845070380351,150,30,0.1,0.1,"{'batch_size': 150, 'epochs': 30, 'kernel': 0.1, 'learning_rate': 0.1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
271,3.2982567151387534,0.48599826227346177,0.23367683092753092,0.011740614443929114,150,50,0.1,1,"{'batch_size': 150, 'epochs': 50, 'kernel': 0.1, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
239,2.609210729598999,0.07002386135141431,0.24637873967488608,0.014120607600123633,150,30,0.1,1,"{'batch_size': 150, 'epochs': 30, 'kernel': 0.1, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
270,2.883776903152466,0.11207985485534967,0.22057445844014487,0.012087829218550223,150,50,0.1,0.1,"{'batch_size': 150, 'epochs': 50, 'kernel': 0.1, 'learning_rate': 0.1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
269,3.091989278793335,0.11928506614606595,0.28086233139038086,0.04853698387947276,150,50,0.1,2,"{'batch_size': 150, 'epochs': 50, 'kernel': 0.1, 'learning_rate': 2}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
268,3.3100433349609375,0.13501734348939126,0.3010094960530599,0.04237436872748563,150,50,0.1,0.001,"{'batch_size': 150, 'epochs': 50, 'kernel': 0.1, 'learning_rate': 0.001}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
233,2.722479979197184,0.05381644815448666,0.30197397867838544,0.03606454137741288,150,30,0.01,2,"{'batch_size': 150, 'epochs': 30, 'kernel': 0.01, 'learning_rate': 2}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
267,3.259058872858683,0.348415391703844,0.27942848205566406,0.05876823738588298,150,50,0.01,1,"{'batch_size': 150, 'epochs': 50, 'kernel': 0.01, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
241,2.508096615473429,0.15582484906570412,0.25591015815734863,0.03251785873986886,150,30,1,2,"{'batch_size': 150, 'epochs': 30, 'kernel': 1, 'learning_rate': 2}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
242,2.593987147013346,0.1211252034546489,0.2602871259053548,0.016756006425961593,150,30,1,0.1,"{'batch_size': 150, 'epochs': 30, 'kernel': 1, 'learning_rate': 0.1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
243,2.979473114013672,0.2453477457801186,0.2885340054829915,0.03695969319648075,150,30,1,1,"{'batch_size': 150, 'epochs': 30, 'kernel': 1, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
244,2.6272877852121987,0.11083506740479325,0.27672115961710614,0.013587045179334357,150,30,10,0.001,"{'batch_size': 150, 'epochs': 30, 'kernel': 10, 'learning_rate': 0.001}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
245,2.632305145263672,0.08696936060624665,0.2738821506500244,0.03493887532312198,150,30,10,2,"{'batch_size': 150, 'epochs': 30, 'kernel': 10, 'learning_rate': 2}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
246,2.7202927271525064,0.17092442074190167,0.28704078992207843,0.03754990226234261,150,30,10,0.1,"{'batch_size': 150, 'epochs': 30, 'kernel': 10, 'learning_rate': 0.1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
247,2.636366605758667,0.2228194515452913,0.26229087511698407,0.01730118012165487,150,30,10,1,"{'batch_size': 150, 'epochs': 30, 'kernel': 10, 'learning_rate': 1}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
248,2.733067512512207,0.12000569879000257,0.4784677028656006,0.31532505471511657,150,30,20,0.001,"{'batch_size': 150, 'epochs': 30, 'kernel': 20, 'learning_rate': 0.001}",0.6176470588235294,0.6160337552742616,0.620253164556962,0.6179779928849177,0.001738388466075157,87,0.6181434599156118,0.6189473684210526,0.6168421052631579,0.6179776445332741,0.0008674308029124741
